x0,x1,y
-0.012649915904421969,-0.8544335531250836,-0.8417836372206616
0.7603238325264431,-0.9743494228397085,-1.7346732553661517
0.019506860101342727,0.2749715378618247,0.255464677760482
-1.5894546904106583,-1.5489974188627862,0.04045727154787215
-0.46830910058326497,0.043686727810177364,0.5119958283934424
-0.0772567615091938,0.3529656166369198,0.4302223781461136
-0.8886931485600507,0.9471675993248626,1.8358607478849134
-0.28959775684618017,-0.32629691329446636,-0.036699156448286196
-0.36860839534881157,0.7799172626519534,1.148525658000765
-0.016302870245616854,0.695371864728362,0.7116747349739788
1.0425178620435747,0.3032574684442233,-0.7392603935993514
-1.0276203641547823,0.2861496332840972,1.3137699974388795
1.352213645816481,0.005226888980266921,-1.3469867568362142
1.110431905501704,0.06395981667895087,-1.0464720888227532
0.20114065437911788,-0.7274041224926461,-0.928544776871764
-0.523672102849205,1.0245095143750667,1.5481816172242717
-0.7449685203232086,0.767597492494224,1.5125660128174325
-0.3433027776439353,1.4776492737741163,1.8209520514180515
-1.4896713404136348,0.6614816431829553,2.15115298359659
0.9134737318445351,0.20379261719800487,-0.7096811146465302
-1.0492586775715642,-0.7011210941578503,0.3481375834137139
1.4762037612366687,0.38821102488951376,-1.087992736347155
0.1647991797167795,-0.08658964649808668,-0.25138882621486613
-0.8818545940286454,-0.33227438163308076,0.5495802123955646
-0.08707602363914581,-0.18477627988161463,-0.09770025624246882
1.3415987520199442,1.9493767587128732,0.607778006692929
-0.3211013514244176,1.5458990377021857,1.8670003891266034
2.4001816562082836,-0.0323868484049257,-2.4325685046132093
-1.003554084552356,0.07884852947042566,1.0824026140227818
0.48644428534253237,0.6414911880067682,0.15504690266423582
0.4977757143647289,-0.9806457491539321,-1.478421463518661
0.9675423591113699,1.7656747143591942,0.7981323552478243
-1.056421914625506,-1.3663382657725975,-0.3099163511470915
1.0004624772838082,0.8077930080902719,-0.19266946919353634
0.480902589065202,1.3236381656072855,0.8427355765420835
-0.9372122261195144,-1.3148822481515592,-0.3776700220320448
-0.7783186983866569,-1.1272839001488555,-0.3489652017621986
0.34408419218133035,-0.5942060088698812,-0.9382902010512115
0.14022602572176168,0.3874443267014917,0.24721830097973002
1.3577692212625505,-0.41437619596391173,-1.7721454172264623
2.809118978868687,0.6825586770778663,-2.126560301790821
0.45893160383765913,0.0731761206790076,-0.38575548315865155
-1.8143228715146575,0.14730496746360322,1.9616278389782607
0.8361423819111551,0.695310967468234,-0.14083141444292113
